"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"
"170"	"b"	0.460686175026739	0.0401785714285714	"y"	"p"	"d"	"v"	0.0526315789473684	"f"	"f"	0	"t"	"g"	0.2155	0	"+"
"171"	"a"	0.304001316402929	0.0907142857142857	"y"	"p"	"aa"	"v"	0.0087719298245614	"t"	"f"	0	"t"	"g"	0.185	0	"+"
"172"	"b"	0.509003647533116	0	"u"	"g"	"c"	"bb"	0.526315789473684	"t"	"f"	0	"f"	"g"	0	0	"+"
"173"	"b"	0.694073444313414	0.446428571428571	"u"	"g"	"k"	"h"	0.280701754385965	"t"	"f"	0	"t"	"g"	0.012	0.02028	"+"
"174"	"a"	0.61623563612429	0.485178571428571	"u"	"g"	"k"	"h"	0.298245614035088	"t"	"f"	0	"t"	"g"	0	0	"+"
"175"	"b"	0.273597893755314	0.375	"u"	"g"	"q"	"h"	0.0468421052631579	"t"	"f"	0	"f"	"g"	0.05	0	"+"
"176"	"b"	0.328223130296465	0.0535714285714286	"y"	"p"	"w"	"v"	0.0131578947368421	"t"	"f"	0	"t"	"g"	0.13	0.01065	"+"
"177"	"b"	0.302992074157365	0.446428571428571	"u"	"g"	"aa"	"v"	0.105263157894737	"t"	"f"	0	"t"	"s"	0.01	0	"+"
"178"	"a"	0.316616844472479	0.309464285714286	"u"	"g"	"aa"	"v"	0.0496491228070175	"t"	"f"	0	"f"	"g"	0.08	0.0015	"+"
"179"	"a"	0.219981899459726	0.330357142857143	"u"	"g"	"q"	"v"	0.0424561403508772	"t"	"t"	0.0597014925373134	"f"	"g"	0.03	0.0054	"+"
"180"	"b"	0.242059073581439	0.291785714285714	"u"	"g"	"aa"	"v"	0.0687719298245614	"t"	"t"	0.208955223880597	"f"	"g"	0.03	0.00158	"+"
"181"	"b"	0.588986095494062	0.0103571428571429	"u"	"g"	"c"	"bb"	0.526315789473684	"t"	"t"	0.298507462686567	"f"	"g"	0	0.15	"+"
"182"	"a"	0.255683843896553	0.0833928571428571	"u"	"g"	"i"	"bb"	0.0175438596491228	"t"	"t"	0.0597014925373134	"f"	"s"	0.04	0	"+"
"183"	"a"	0.248366837616214	0.107142857142857	"u"	"g"	"q"	"v"	0.00578947368421053	"t"	"t"	0.0447761194029851	"f"	"g"	0.05	6e-05	"+"
"184"	"a"	0.707698214628528	0.696428571428571	"u"	"g"	"c"	"v"	0.192982456140351	"t"	"t"	0.104477611940299	"f"	"g"	0	0.03	"+"
"185"	"a"	0.270444011737926	0.202321428571429	"u"	"g"	"q"	"v"	0.0907017543859649	"t"	"t"	0.104477611940299	"f"	"g"	0.0645	0.03257	"+"
"186"	"b"	0.602610865809176	0.303571428571429	"u"	"g"	"c"	"h"	0.43859649122807	"t"	"t"	0.134328358208955	"f"	"g"	0.0905	0.01655	"+"
"187"	"b"	0.492224995200614	0.232142857142857	"u"	"g"	"aa"	"bb"	0.12280701754386	"t"	"t"	0.0149253731343284	"f"	"g"	0	0.005	"+"
"188"	"b"	0.499542001480953	0.178571428571429	"u"	"g"	"c"	"v"	0.175438596491228	"t"	"t"	0.104477611940299	"f"	"g"	0	0.03065	"+"
"189"	"a"	0.349291062172613	0.0371428571428571	"u"	"g"	"c"	"v"	0.087719298245614	"t"	"t"	0.0746268656716418	"t"	"g"	0.15	0.0143	"+"
"190"	"a"	0.404925540959329	0.165178571428571	"u"	"g"	"q"	"h"	0.0570175438596491	"t"	"t"	0.0298507462686567	"f"	"g"	0	0	"+"
"191"	"b"	0.256693086142117	0.375	"u"	"g"	"c"	"v"	0.105263157894737	"t"	"f"	0	"t"	"g"	0	0	"+"
"192"	"b"	0.517456051339714	0.00732142857142857	"u"	"g"	"i"	"h"	0.179824561403509	"t"	"f"	0	"f"	"g"	0.2	0	"+"
"193"	"b"	0.514302169322327	0.0342857142857143	"u"	"g"	"x"	"v"	0.087719298245614	"t"	"f"	0	"f"	"g"	0.255	0.006	"+"
"194"	"b"	0.273597893755314	0.0566071428571429	"y"	"p"	"w"	"v"	0.108245614035088	"t"	"t"	0.0895522388059701	"f"	"g"	0.04	0	"+"
"195"	"b"	0.42283959081809	0.144285714285714	"y"	"p"	"i"	"bb"	0.298245614035088	"t"	"t"	0.104477611940299	"t"	"g"	0.0975	0	"+"
"196"	"b"	0.343992540383402	0.18	"y"	"p"	"c"	"bb"	0.0526315789473684	"t"	"t"	0.119402985074627	"t"	"g"	0.072	7e-05	"+"
"197"	"b"	0.406060938485588	0.113035714285714	"y"	"p"	"x"	"v"	0.111052631578947	"t"	"t"	0.0447761194029851	"t"	"g"	0.19	0	"+"
"198"	"b"	0.595293859528838	0.272321428571429	"u"	"g"	"w"	"h"	0.543859649122807	"t"	"t"	0.17910447761194	"f"	"g"	0	0.0079	"+"
"199"	"b"	0.335540136576804	0.0728571428571429	"y"	"p"	"aa"	"v"	0.0701754385964912	"t"	"t"	0.0447761194029851	"t"	"g"	0.185	0.0056	"+"
"200"	"b"	0.272462496229054	0.358571428571429	"u"	"g"	"x"	"v"	0.00140350877192982	"t"	"t"	0.134328358208955	"f"	"g"	0.03	0.00396	"+"
"201"	"a"	0.291385788333379	0.0178571428571429	"u"	"g"	"q"	"h"	0.043859649122807	"t"	"t"	0.0149253731343284	"f"	"g"	0	0.00678	"+"
"202"	"a"	0.509003647533116	0.0357142857142857	"u"	"g"	"i"	"bb"	0.0789473684210526	"t"	"f"	0	"t"	"g"	0	0.003	"+"
"203"	"b"	0.300847434385541	0.0982142857142857	"u"	"g"	"c"	"v"	0.0789473684210526	"t"	"t"	0.0895522388059701	"f"	"g"	0.000490579710144928	0.006	"+"
"204"	"a"	0.249376079861778	0.366071428571429	"u"	"g"	"q"	"v"	0.0249122807017544	"t"	"t"	0.0298507462686567	"t"	"g"	0.0245	0	"+"
"205"	"b"	0.445926007185366	0.0758928571428571	"y"	"p"	"w"	"v"	0.00298245614035088	"t"	"t"	0.0149253731343284	"f"	"g"	0.025	0.01187	"+"
"206"	"a"	0.434445876642076	0.428571428571429	"u"	"g"	"q"	"h"	0.491228070175439	"t"	"t"	0.119402985074627	"f"	"g"	0	0.0659	"+"
"207"	"a"	0.890623371637002	0	NA	NA	NA	NA	0	"f"	"f"	0	"f"	"p"	0.000490579710144928	0	"+"
"208"	"b"	0.349291062172613	0.333392857142857	"u"	"g"	"q"	"h"	0.198771929824561	"t"	"t"	0.0895522388059701	"f"	"g"	0.1905	0.00168	"+"
"209"	"b"	0.431291994624688	0.0892857142857143	"u"	"g"	"k"	"v"	0.157894736842105	"t"	"t"	0.104477611940299	"f"	"g"	0.075	0.0127	"+"
"210"	"b"	0.485917231165839	0.151785714285714	"u"	"g"	"c"	"bb"	0.228070175438596	"t"	"t"	0.238805970149254	"f"	"g"	0.0585	0.0121	"+"
"211"	"b"	0.483772591394016	0.209821428571429	"u"	"g"	"cc"	"h"	0.350877192982456	"t"	"t"	0.208955223880597	"t"	"g"	0.1995	0	"+"
"212"	"b"	0.294539670350767	0.236607142857143	"y"	"p"	"d"	"v"	0.192982456140351	"t"	"f"	0	"t"	"s"	0.05	0	"+"
"213"	"b"	0.745544798837177	0.517857142857143	"u"	"g"	"ff"	"ff"	0.631578947368421	"t"	"t"	0.223880597014925	"t"	"g"	0	0.01	"+"
"214"	"b"	0.278770260263829	0.410714285714286	"u"	"g"	"i"	"v"	0.12280701754386	"t"	"t"	0.134328358208955	"f"	"g"	0.028	0.00742	"+"
"215"	"b"	0.324060006033513	0.0967857142857143	"y"	"p"	"cc"	"v"	0.184210526315789	"t"	"t"	0.0149253731343284	"f"	"g"	0.1055	0	"+"
"216"	"b"	0.595293859528838	0.125	"u"	"g"	"aa"	"v"	0.12280701754386	"t"	"f"	0	"f"	"s"	0.115	0	"+"
"217"	"b"	0.506985163041988	0.144285714285714	"u"	"g"	"cc"	"h"	0.245614035087719	"t"	"t"	0.119402985074627	"f"	"g"	0.16	0	"+"
"218"	"b"	0.69306420206785	0.410714285714286	"u"	"g"	"ff"	"ff"	0.175438596491228	"t"	"t"	0.0746268656716418	"f"	"g"	0	0.08851	"+"
"219"	"b"	0.66783314592875	0.34375	"u"	"g"	"e"	"v"	0.304035087719298	"t"	"t"	0.0746268656716418	"f"	"g"	0	0	"+"
"220"	"a"	0.226289663494501	0.330357142857143	"y"	"p"	"c"	"v"	0.0350877192982456	"t"	"t"	0.0597014925373134	"t"	"g"	0.04	0.005	"+"
"221"	"a"	0.619389518141678	0.447857142857143	"u"	"g"	"aa"	"v"	0.0803508771929825	"t"	"t"	0.0447761194029851	"t"	"g"	0.078	0	"+"
"222"	"b"	0.812911718728574	0.392857142857143	"u"	"g"	"e"	"z"	0.701754385964912	"t"	"t"	0.104477611940299	"t"	"g"	0.011	0	"+"
"223"	"a"	0.209384855881304	0.321428571428571	"u"	"g"	"aa"	"v"	0.0482456140350877	"t"	"f"	0	"t"	"g"	0	0	"+"
"224"	"a"	0.225154265968242	0.340714285714286	"u"	"g"	"aa"	"v"	0.00298245614035088	"t"	"f"	0	"f"	"g"	0.05	0	"+"
"225"	"a"	0.463840057044127	0.196428571428571	"u"	"g"	"q"	"v"	0.0043859649122807	"t"	"f"	0	"t"	"g"	0.114	0	"+"
"226"	"b"	0.280914900035653	0.142857142857143	"u"	"g"	"c"	"bb"	0.0087719298245614	"t"	"f"	0	"t"	"g"	0.08	0	"+"
"227"	"b"	0.215692619916079	0.196428571428571	"u"	"g"	"k"	"v"	0.0175438596491228	"t"	"f"	0	"f"	"g"	0.04	0	"+"
"228"	"a"	0.27145325398349	0.302142857142857	"y"	"p"	"x"	"v"	0.0863157894736842	"f"	"f"	0	"f"	"g"	0.082	0	"+"
"229"	"b"	0.235751309546664	0.0133928571428571	"u"	"g"	"q"	"v"	0.0701754385964912	"t"	"t"	0.0298507462686567	"t"	"g"	0.04	0	"+"
"230"	"b"	0.266154732194279	0.392857142857143	"u"	"g"	"cc"	"v"	0.0233333333333333	"t"	"f"	0	"f"	"g"	0.05	0	"+"
"231"	"b"	0.305136713929189	0.125	"u"	"g"	"cc"	"v"	0.0219298245614035	"t"	"t"	0.104477611940299	"f"	"g"	0	0.07059	"+"
"232"	"a"	0.585832213476675	0.107142857142857	"u"	"g"	"x"	"v"	0.486842105263158	"t"	"t"	0.0298507462686567	"t"	"g"	0.2595	0.01704	"+"
"233"	"b"	0.41022406274854	0.0625	"u"	"g"	"x"	"h"	0.157894736842105	"t"	"t"	0.0597014925373134	"t"	"g"	0.1265	0.00857	"+"
"234"	"b"	0.336675534103063	0.491071428571429	"u"	"g"	"w"	"v"	0.201754385964912	"t"	"f"	0	"t"	"g"	0.2435	0.005	"+"
"235"	"a"	0.724603022241724	0.75	"u"	"g"	"i"	"bb"	0.350877192982456	"t"	"t"	0.194029850746269	"f"	"g"	0	0.067	"+"
"236"	"a"	0.248366837616214	0.0655357142857143	"u"	"g"	"q"	"v"	0.0731578947368421	"t"	"t"	0.0746268656716418	"f"	"g"	0.11	0.02503	"+"
"237"	"b"	0.317752241998738	0.00892857142857143	"u"	"g"	"i"	"bb"	0	"t"	"f"	0	"t"	"g"	0	0	"+"
"238"	"b"	0.256693086142117	0.267857142857143	"u"	"g"	"aa"	"v"	0.0496491228070175	"t"	"t"	0.0149253731343284	"f"	"g"	0.04	0.098	"+"
"239"	"b"	0.527926939637441	0.165178571428571	"u"	"g"	"q"	"v"	0.160701754385965	"t"	"f"	0	"f"	"s"	0	0	"+"
"240"	"b"	0.469138578833338	0.361607142857143	"u"	"g"	"x"	"v"	0.087719298245614	"t"	"t"	0.0895522388059701	"f"	"g"	0.26	0.00196	"+"
"241"	"b"	0.24622219784439	0.357142857142857	"y"	"p"	"c"	"v"	0.087719298245614	"t"	"f"	0	"f"	"s"	0.02	0	"+"
"242"	"b"	0.596303101774401	0.895892857142857	"u"	"g"	"w"	"v"	0.0614035087719298	"t"	"t"	0.0447761194029851	"f"	"g"	0.06	0.00014	"+"
"243"	"b"	0.345001782628966	0.178571428571429	"u"	"g"	"w"	"v"	0.385964912280702	"t"	"f"	0	"t"	"g"	0.035	0	"+"
"244"	"a"	0.224145023722678	0.267857142857143	"u"	"g"	"q"	"v"	0.0950877192982456	"t"	"t"	0.0746268656716418	"f"	"g"	0.000490579710144928	0.26726	"+"
"245"	"b"	0.22099114170529	0.0714285714285714	"u"	"g"	"i"	"v"	0.0526315789473684	"t"	"t"	0.0298507462686567	"f"	"g"	0.06	0.003	"+"
"246"	"b"	0.406060938485588	0.108571428571429	"y"	"p"	"c"	"h"	0.071578947368421	"t"	"t"	0.0149253731343284	"t"	"g"	0.09	0.18027	"+"
"247"	"b"	0.555302635548364	0.303571428571429	"u"	"g"	"cc"	"h"	0.491228070175439	"t"	"t"	0.0149253731343284	"t"	"g"	0.044	0.02	"+"
"248"	"a"	0.235751309546664	0.0075	"u"	"g"	"q"	"h"	0.0101754385964912	"t"	"t"	0.164179104477612	"f"	"g"	0.04	0.00099	"+"
"249"	NA	0.29668431012259	0.455357142857143	"u"	"g"	"c"	"bb"	0.166666666666667	"t"	"t"	0.0298507462686567	"f"	"g"	0.0365	0.00444	"+"
"250"	"b"	0.263000850176892	0.392857142857143	"u"	"g"	"x"	"v"	0.0101754385964912	"t"	"t"	0.0895522388059701	"f"	"g"	0.0605	0	"+"
"251"	"b"	0.495378877218002	0.767857142857143	"u"	"g"	"e"	"z"	0.701754385964912	"t"	"t"	0.164179104477612	"f"	"g"	0	0.012	"+"
"252"	"b"	0.510139045059375	0.178571428571429	"u"	"g"	"q"	"h"	0.175438596491228	"t"	"t"	0.0895522388059701	"t"	"g"	0.235	0	"+"
"253"	"a"	0.212538737898692	0.392857142857143	"u"	"g"	"x"	"h"	0.0350877192982456	"t"	"t"	0.164179104477612	"f"	"g"	0	0.03	"+"
"254"	"b"	0.279905657790089	0.397321428571429	"u"	"g"	"x"	"h"	0.016140350877193	"t"	"t"	0.0149253731343284	"f"	"g"	0.05	0	"+"
"255"	"b"	0	0.0223214285714286	"u"	"g"	"k"	"v"	0.0087719298245614	"f"	"f"	0	"f"	"g"	0.19	0.0201	"-"
"256"	"b"	0.216828017442339	0.366071428571429	"u"	"g"	"c"	"h"	0.0380701754385965	"f"	"f"	0	"f"	"g"	0.16	0.00013	"-"
"257"	"b"	0.239914433809615	0.394464285714286	"u"	"g"	"c"	"v"	0.0701754385964912	"f"	"f"	0	"t"	"g"	0.068	0	"-"
"258"	"b"	0.239914433809615	0	"u"	"g"	"d"	"v"	0.0175438596491228	"f"	"f"	0	"f"	"g"	0.072	0	"-"
"259"	"a"	0.249376079861778	0.340714285714286	"u"	"g"	"i"	"v"	0.00140350877192982	"f"	"f"	0	"f"	"g"	0.1	0.01	"-"
"260"	"a"	0.29668431012259	0.0625	"y"	"p"	"c"	"v"	0.00578947368421053	"f"	"f"	0	"f"	"g"	0.066	0	"-"
"261"	"b"	0.400762416696377	0.0833928571428571	"u"	"g"	"d"	"h"	0.201754385964912	"f"	"f"	0	"t"	"g"	0.146	0	"-"
"262"	"a"	0.645755971807037	0	"y"	"p"	"ff"	"ff"	0	"f"	"f"	0	"f"	"g"	0	0	"-"
"263"	"a"	0.595293859528838	0.0476785714285714	"u"	"g"	"i"	"o"	0.0117543859649123	"f"	"f"	0	"f"	"g"	0	0.0012	"-"
"264"	"a"	0.245212955598826	0.375	"y"	"p"	"x"	"h"	0	"f"	"f"	0	"t"	"g"	0.077	0.00032	"-"
"265"	"b"	0.627841921948276	0.0208928571428571	"u"	"g"	"ff"	"ff"	0	"f"	"f"	0	"f"	"g"	0.0725	0	"-"
"266"	"b"	0.203077091846529	0.00303571428571429	"y"	"p"	"c"	"v"	0.00140350877192982	"f"	"f"	0	"f"	"g"	0.07	0.00722	"-"
"267"	"b"	0.218846501933467	0.0432142857142857	"y"	"p"	"e"	"dd"	0	"f"	"f"	0	"f"	"g"	0.05	0	"-"
"268"	"a"	0.391300770644215	0.214285714285714	"u"	"g"	"d"	"v"	0.043859649122807	"f"	"f"	0	"f"	"g"	0.136	0	"-"
"269"	"b"	0.740372432328662	0.055	"u"	"g"	"q"	"v"	0.0043859649122807	"t"	"f"	0	"t"	"g"	0.13	0	"+"
"270"	"b"	0.214683377670515	0.00589285714285714	"u"	"g"	"q"	"n"	0.00736842105263158	"f"	"f"	0	"f"	"g"	0.1	4e-04	"+"
"271"	"b"	0.461695417272303	0	NA	NA	NA	NA	0	"f"	"f"	0	"f"	"p"	0.000490579710144928	0	"+"
"272"	"b"	0.395463894907166	0.0892857142857143	"u"	"g"	"c"	"v"	0.043859649122807	"f"	"f"	0	"t"	"g"	0.14	0	"-"
"273"	"b"	0.215692619916079	0.241071428571429	"y"	"p"	"m"	"v"	0.00140350877192982	"f"	"f"	0	"f"	"g"	0.07	0	"-"
"274"	"b"	0.470147821078902	0.361607142857143	"y"	"p"	"k"	"v"	0.0043859649122807	"f"	"f"	0	"f"	"g"	0.08	0	"-"
"275"	"b"	0.374522118311713	0.0892857142857143	"u"	"g"	"cc"	"h"	0.0789473684210526	"f"	"f"	0	"t"	"s"	0.17	0	"-"
"276"	"b"	0.222000383950854	0.203928571428571	"u"	"g"	"d"	"v"	0.0189473684210526	"f"	"f"	0	"f"	"g"	0.06	0	"-"
"277"	"a"	0.229443545511889	0.193392857142857	"u"	"g"	"i"	"h"	0.0101754385964912	"f"	"f"	0	"f"	"g"	0.04	0.00484	"-"
"278"	"a"	0.216828017442339	0.357142857142857	"y"	"p"	"q"	"h"	0.00578947368421053	"f"	"f"	0	"f"	"g"	0.17	0	"-"
"279"	"b"	0.297693552368154	0.482142857142857	"y"	"p"	"ff"	"ff"	0	"f"	"f"	0	"f"	"g"	0.000490579710144928	0	"-"
"280"	"b"	0.192606203548803	0.0298214285714286	"u"	"g"	"m"	"v"	0.00298245614035088	"t"	"f"	0	"f"	"s"	0.1	0	"-"
"281"	"b"	0.254674601650989	0.03125	"y"	"p"	"c"	"h"	0.0087719298245614	"f"	"f"	0	"f"	"g"	0.14	0.00204	"-"
"282"	"b"	0.289367303842251	0.0208928571428571	"y"	"p"	"cc"	"h"	0.0043859649122807	"f"	"f"	0	"f"	"g"	0.12	1e-05	"-"
"283"	"b"	0.210520253407564	0.159285714285714	"u"	"g"	"c"	"v"	0.0087719298245614	"f"	"f"	0	"f"	"s"	0.04	0	"-"
"284"	"a"	0.19576008556619	0.0446428571428571	"u"	"g"	"q"	"v"	0.0087719298245614	"f"	"t"	0.0149253731343284	"f"	"g"	0.054	0.00098	"-"
"285"	"b"	0.280914900035653	0.450892857142857	"u"	"g"	"c"	"v"	0.0043859649122807	"f"	"t"	0.0298507462686567	"f"	"g"	0	0.05552	"-"
"286"	"b"	0.209384855881304	0.357142857142857	"u"	"g"	"w"	"h"	0.00578947368421053	"f"	"t"	0.0149253731343284	"f"	"g"	0.06	1e-05	"-"
"287"	"a"	0	0.0535714285714286	"u"	"g"	"ff"	"ff"	0	"f"	"t"	0.0298507462686567	"t"	"g"	0.1	0.00105	"-"
"288"	"b"	0.35976195047034	0.0207142857142857	"u"	"g"	"w"	"v"	0.0101754385964912	"f"	"t"	0.0149253731343284	"f"	"g"	0.17	0.02803	"-"
"289"	"b"	0.225154265968242	0.0148214285714286	"y"	"p"	"c"	"v"	0.00578947368421053	"f"	"t"	0.0149253731343284	"f"	"g"	0.1	1e-05	"-"
"290"	"a"	0.261991607931328	0.0625	"y"	"p"	"j"	"j"	0	"f"	"f"	0	"f"	"g"	0.08	0	"-"
"291"	"b"	0.277761018018265	0.0267857142857143	"u"	"g"	"m"	"v"	0.0175438596491228	"f"	"f"	0	"t"	"s"	0.16	0	"-"
"292"	"a"	0.217837259687903	0.357142857142857	"u"	"g"	"w"	"v"	0.0350877192982456	"f"	"t"	0.0149253731343284	"f"	"g"	0.06	1e-05	"-"
"293"	"b"	0.308290595946576	0.0192857142857143	"u"	"g"	"w"	"v"	0.00578947368421053	"f"	"t"	0.0149253731343284	"f"	"g"	0.136	0.00444	"-"
"294"	"b"	0.438609000905027	0.08625	"u"	"g"	"w"	"v"	0.0043859649122807	"f"	"t"	0.0298507462686567	"f"	"g"	0.11	1e-05	"-"
"295"	"a"	0.190461563776979	0.0119642857142857	"u"	"g"	"ff"	"ff"	0	"f"	"t"	0.0149253731343284	"f"	"g"	0.08	0.00126	"-"
"296"	"a"	0.390291528398651	0.111607142857143	"u"	"g"	"ff"	"ff"	0.106666666666667	"f"	"t"	0.0298507462686567	"t"	"g"	0.1	4e-05	"-"
"297"	"b"	0.860219948989386	0.321428571428571	"u"	"g"	"ff"	"ff"	0.140350877192982	"f"	"t"	0.0149253731343284	"f"	"g"	0.035	6e-05	"-"
"298"	"b"	0.402907056468201	0.0892857142857143	"u"	"g"	"aa"	"v"	0.0614035087719298	"f"	"t"	0.0298507462686567	"t"	"g"	0.36	0	"-"
"299"	"b"	0.193615445794367	0.0982142857142857	"u"	"g"	"aa"	"v"	0.0233333333333333	"f"	"t"	0.0149253731343284	"f"	"g"	0.04	0.00021	"-"
"300"	"b"	0.267290129720539	0.433035714285714	"u"	"g"	"c"	"v"	0.117017543859649	"f"	"t"	0.0298507462686567	"t"	"g"	0.09	0.00173	"-"
"301"	"a"	0.714005978663303	0.0714285714285714	"u"	"g"	"ff"	"ff"	0.228070175438596	"f"	"t"	0.0149253731343284	"f"	"g"	0	1e-04	"-"
"302"	"b"	0.217837259687903	0.00589285714285714	"u"	"g"	"d"	"v"	0.0087719298245614	"f"	"f"	0	"t"	"s"	0.14	0	"-"
"303"	"b"	0.283059539807476	0.0357142857142857	"u"	"g"	"c"	"v"	0.0175438596491228	"f"	"f"	0	"t"	"s"	0.14	0	"-"
"304"	"a"	0.188443079285851	0.102678571428571	"u"	"g"	"q"	"v"	0.00298245614035088	"f"	"f"	0	"f"	"g"	0.06	0	"-"
"305"	"a"	0.299838192139977	0.488035714285714	"u"	"g"	"q"	"h"	0.0526315789473684	"f"	"f"	0	"f"	"g"	0.14	1e-05	"-"
"306"	"b"	0.602610865809176	0.940535714285714	"y"	"p"	"ff"	"ff"	0	"t"	"f"	0	"t"	"g"	0	0	"-"
"307"	"b"	0.28406878205304	0.0982142857142857	"u"	"g"	"ff"	"ff"	0.157894736842105	"f"	"f"	0	"f"	"g"	0.08	0.00025	"-"
"308"	"b"	0.222000383950854	0.3675	"u"	"g"	"ff"	"ff"	0.0145614035087719	"f"	"f"	0	"f"	"g"	0.04	0	"-"
"309"	"b"	0.337684776348627	0.0460714285714286	"u"	"g"	"k"	"h"	0.0087719298245614	"f"	"f"	0	"t"	"s"	0.07	0	"-"
"310"	"a"	0.388146888626827	0.107142857142857	"y"	"p"	"j"	"j"	0	"f"	"f"	0	"f"	"g"	0.08	2e-04	"-"
"311"	"a"	0.300847434385541	0.160714285714286	"u"	"g"	"w"	"v"	0.0350877192982456	"f"	"f"	0	"t"	"g"	0.18	6e-05	"-"
"312"	"b"	0.227298905740065	0.0625	"y"	"p"	"c"	"v"	0.0819298245614035	"f"	"f"	0	"t"	"g"	0.056	6e-05	"-"
"313"	"a"	0.193615445794367	0.0075	"u"	"g"	"aa"	"v"	0.0043859649122807	"f"	"f"	0	"f"	"g"	0.1	1e-05	"-"
"314"	"a"	0.222000383950854	0.357142857142857	"u"	"g"	"d"	"v"	0.0145614035087719	"f"	"f"	0	"f"	"g"	0.04	0.00042	"-"
"315"	"b"	0.192606203548803	0	"y"	"p"	"aa"	"v"	0.0087719298245614	"f"	"f"	0	"f"	"g"	0.03	0	"-"
"316"	"b"	0.277761018018265	0.0267857142857143	"u"	"g"	"m"	"v"	0.0175438596491228	"t"	"f"	0	"t"	"s"	0.16	0	"-"
"317"	"b"	0.254674601650989	0.00892857142857143	"y"	"p"	"c"	"h"	0.0087719298245614	"f"	"f"	0	"f"	"g"	0.14	0.00204	"-"
"318"	"b"	0.20837561363574	0.785714285714286	"l"	"gg"	"ff"	"o"	0	"f"	"f"	0	"t"	"p"	0.225	1	"+"
"319"	"b"	0.229443545511889	0	"y"	"p"	"m"	"bb"	0	"f"	"f"	0	"t"	"s"	0.25	1e-05	"+"
"320"	"b"	0.451224528974577	0.00446428571428571	"y"	"p"	"c"	"v"	0.0526315789473684	"f"	"f"	0	"t"	"g"	0.116	0.00113	"+"
"321"	"b"	0.255683843896553	0.0535714285714286	"u"	"g"	"w"	"v"	0.0526315789473684	"f"	"f"	0	"f"	"g"	0.075	8e-05	"+"
"322"	"a"	0.215692619916079	0.0133928571428571	"l"	"gg"	"cc"	"ff"	0.350877192982456	"f"	"f"	0	"t"	"s"	0.15	0	"+"
"323"	"a"	0.412368702520363	0.0133928571428571	"u"	"g"	"cc"	"v"	0.0131578947368421	"f"	"f"	0	"f"	"g"	0.15	0.00044	"+"
"324"	"b"	0.600466226037353	0.00732142857142857	"y"	"p"	"k"	"v"	0.0087719298245614	"t"	"t"	0.164179104477612	"f"	"g"	0.19	0.02732	"+"
"325"	"b"	0.412368702520363	0.0446428571428571	"u"	"g"	"w"	"v"	0.0408771929824561	"f"	"f"	0	"f"	"g"	0.06	0	"-"
"326"	"a"	0.35976195047034	0.03875	"y"	"p"	"x"	"v"	0.0350877192982456	"f"	"f"	0	"f"	"g"	0.14	0.00013	"-"
"327"	"b"	0.368214354276938	0.03875	"y"	"p"	"c"	"v"	0.00140350877192982	"f"	"f"	0	"f"	"g"	0.085	0.00179	"-"
"328"	NA	0.502695883498341	0.125	"u"	"g"	"i"	"bb"	0.0175438596491228	"f"	"f"	0	"f"	"s"	0.58	0	"-"
"329"	"b"	0.427002715081041	0.0892857142857143	"y"	"p"	"w"	"v"	0.105263157894737	"f"	"f"	0	"f"	"s"	0.1	0	"-"
"330"	"b"	0	0.142857142857143	"y"	"p"	"i"	"v"	0.00298245614035088	"f"	"f"	0	"t"	"g"	0.2055	0	"-"
"331"	"b"	0.245212955598826	0	NA	NA	NA	NA	0	"f"	"f"	0	"f"	"p"	0.000490579710144928	0	"-"
"332"	"a"	0.407070180731152	0.0892857142857143	"y"	"p"	"c"	"v"	0.087719298245614	"f"	"f"	0	"t"	"g"	0	2e-05	"-"
"333"	"b"	0.417541069028879	0.0892857142857143	"u"	"g"	"c"	"v"	0.0350877192982456	"f"	"f"	0	"f"	"g"	0.23	0.00016	"-"
"334"	"a"	0.306145956174752	0.446428571428571	"u"	"g"	"d"	"v"	0.0350877192982456	"f"	"f"	0	"t"	"g"	0.09	0.01062	"-"
"335"	"b"	0.425993472835477	0.0892857142857143	"u"	"g"	"cc"	"bb"	0.0175438596491228	"f"	"f"	0	"f"	"g"	0.174	0	"-"
"336"	"b"	0.336675534103063	0.0267857142857143	"u"	"g"	"q"	"h"	0.00578947368421053	"f"	"f"	0	"t"	"g"	0.11	0.00251	"-"
"337"	"b"	0.584696815950415	0.232142857142857	"u"	"g"	"c"	"v"	0.0350877192982456	"f"	"f"	0	"t"	"g"	0	0.00228	"-"
"338"	"a"	0.427002715081041	0.0446428571428571	"y"	"p"	"i"	"h"	0.0175438596491228	"f"	"f"	0	"t"	"g"	0.08	0	"-"
"339"	"a"	0.407070180731152	0.107142857142857	"y"	"p"	"aa"	"v"	0.0701754385964912	"f"	"f"	0	"f"	"g"	0.09	0	"-"
"340"	"b"	0.340838658366015	0.107142857142857	"u"	"g"	"w"	"v"	0.0263157894736842	"f"	"f"	0	"t"	"g"	0.15	0.00067	"-"
"341"	"a"	0.480618709376628	0.142857142857143	"u"	"g"	"c"	"v"	0.105263157894737	"f"	"f"	0	"f"	"g"	0.24	0	"-"
"342"	"b"	0.526917697391877	0.145892857142857	"u"	"g"	"aa"	"v"	0.00140350877192982	"f"	"f"	0	"f"	"g"	0.054	0.001	"-"
